id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
2001	Maxximum style.				Maxximum	homophonic	['maximum', 'utmost', 'greatest', 'supreme', 'highest']	['Max', 'Maximilian', 'brand name', 'proper noun']	Maxximum	['maximum', 'le plus grand', 'suprême', 'le plus élevé']	['Max', 'Maximilien', 'nom de marque', 'nom propre']	Maxximum	['maximum', 'the largest', 'supreme', 'the highest']	['Max', 'Maximilian', 'brand name', 'proper noun']
2002	May the 4th be with you.				4th	homophonic	['fourth', 'ordinal number four', 'position after third']	['force', 'power', 'energy', 'strength']	force	['quatrième', 'nombre ordinal quatre', 'position après le troisième']	['force', 'puissance', 'énergie', 'vigueur']	force	['fourth', 'ordinal number four', 'position after the third']	['force', 'power', 'energy', 'vigor']
2003	Meet me at the clothes line. That's where I hang out!				hang out	homographic	['suspend', 'drape', 'air-dry', 'peg']	['loiter', 'socialize', 'relax', 'spend time']	trainer	['suspendre', 'étendre', 'sécher', 'accrocher']	['traîner', 'fréquenter', 'se détendre', 'passer du temps']	hang out	['suspend', 'stretch out', 'dry', 'hang up']	['loiter', 'frequent', 'relax', 'spend time']
2004	Mess with me... and I'll make you cough it all up!				cough	homographic	['expel air', 'hack', 'clearing the throat']	['pay up', 'hand over', 'surrender money', 'relinquish']	tousser	"[""expulser de l'air"", 'toussailler', 'se racler la gorge']"	"['passer à la caisse', ""cracher l'argent"", ""céder de l'argent"", 'renoncer à']"	to cough	"['to expel air', 'to cough slightly', ""to clear one's throat""]"	['to pay up', 'to cough up the money', 'to hand over money', 'to give up']
2005	Mickey Mouse gives some people Disney spells.				spells	homographic	['incantations', 'charms', 'magic', 'hexes']	['dizzy spells', 'lightheadedness', 'faintness', 'periods of illness']	sorts	['incantations', 'charmes', 'magie', 'maléfices']	['étourdissements', 'vertiges', 'malaises', 'périodes de maladie']	spells	['incantations', 'charms', 'magic', 'hexes']	['dizziness', 'vertigo', 'fainting spells', 'periods of illness']
2006	Midwives don't like to wear breeches.				breeches	homophonic	['trousers', 'pants', 'knickerbockers', 'britches']	['breach', 'breach birth', 'fetal presentation', 'malpresentation']	culotte	['pantalons', 'pantalons courts', 'knickerbockers', 'culottes']	['siège', 'accouchement par le siège', 'présentation fœtale', 'malposition']	breeches	['pants', 'short pants', 'knickerbockers', 'culottes']	['breech', 'breech birth', 'fetal presentation', 'malposition']
2007	Miles of smiles!				Miles	homographic	['distance', 'furlongs', 'leagues', 'unit of measurement']	['quantities', 'large amounts', 'great extent', 'abundance']	Miles	['distance', 'furlongs', 'lieues', 'unité de mesure']	['quantités', 'grandes quantités', 'grande étendue', 'abondance']	Miles	['distance', 'furlongs', 'leagues', 'unit of measurement']	['quantities', 'large quantities', 'great expanse', 'abundance']
2008	Mine safety is riddled with legal pitfalls.				pitfalls	homographic	['hazards', 'dangers', 'potential problems', 'snags']	['holes in the ground', 'excavations', 'shafts', 'traps']	pièges	['hasards', 'dangers', 'problèmes potentiels', 'obstacles']	['trous dans le sol', 'excavations', 'puits', 'trappes']	traps	['hazards', 'dangers', 'potential problems', 'obstacles']	['holes in the ground', 'excavations', 'pits', 'trapdoors']
2009	Mirrors can serve many useful purposes, on reflection.				reflection	homographic	['consideration', 'thought', 'deliberation', 'contemplation', 'mulling over']	['mirror image', 'reversed likeness', 'specular image', 'echo', 'glint']	réflexion	['considération', 'pensée', 'délibération', 'contemplation', 'méditation']	['image miroir', 'reproduction inversée', 'image spéculaire', 'écho', 'reflet']	reflection	['consideration', 'thought', 'deliberation', 'contemplation', 'meditation']	['mirror image', 'inverted reproduction', 'specular image', 'echo', 'reflection']
2010	Miss May, I think it's high time you went shopping for a better excuse. (silence) Oh? Excuses not on sale today?				sale	homophonic	['discounted', 'clearance', 'promotion', 'on offer']	['sail', 'navigation', 'voyage', 'travel by water']	solde	['en promotion', 'déstockage', 'réduction', 'en offre']	"['voile', 'navigation', 'voyage', ""voyage par l'eau""]"	sale	['on sale', 'clearance', 'discount', 'on offer']	['sail', 'navigation', 'travel', 'travel by water']
2011	Missionaries like open hooded cars because they are convertible.				convertible	homographic	['a car with a folding roof', 'cabriolet', 'open-top vehicle']	['able to be changed in belief', 'proselytizable', 'reformable']	convertible	['une voiture avec un toit escamotable', 'cabriolet', 'véhicule décapotable']	['capable de changer de croyance', 'prosélytisable', 'réformable']	convertible	['a car with a folding roof', 'convertible', 'open-top vehicle']	['capable of changing beliefs', 'proselytizable', 'reformable']
2012	Mobil 1. The oil that's changing oil.				changing	homographic	['transforming', 'innovating', 'revolutionizing']	['replacing', 'exchanging', 'draining and refilling']	changeant	['transformant', 'innovant', 'révolutionnant']	['remplaçant', 'échangeant', 'vidangeant et remplissant']	changing	['transforming', 'innovating', 'revolutionizing']	['replacing', 'exchanging', 'draining and refilling']
2013	Modern fashion designs are often presented with tongue in chic.				chic	homophonic	['cheek', 'jowl', 'side of the face']	['chic', 'fashionable', 'stylish', 'elegant', 'trendy']	chic	['joue', 'mâchoire', 'côté du visage']	['chic', 'à la mode', 'stylé', 'élégant', 'branché']	chic	['cheek', 'jaw', 'side of the face']	['chic', 'fashionable', 'stylish', 'elegant', 'trendy']
2014	Modiano, like an open book.				book	homographic	['tome', 'volume', 'novel', 'publication']	['transparent', 'uncomplicated', 'easily understood', 'candid person']	livre	['tome', 'volume', 'roman', 'publication']	['transparent', 'peu compliqué', 'facilement compris', 'personne franche']	book	['tome', 'volume', 'novel', 'publication']	['transparent', 'uncomplicated', 'easily understood', 'frank person']
2015	Molecules boiling points vary to some degree.				degree	homographic	['unit of temperature', 'measurement', 'graduation', 'increment']	['extent', 'amount', 'level', 'measure', 'proportion']	degré	['unité de température', 'mesure', 'remise de diplôme', 'incrément']	['étendue', 'quantité', 'niveau', 'mesure', 'proportion']	degree	['unit of temperature', 'measurement', 'graduation', 'increment']	['extent', 'quantity', 'level', 'measure', 'proportion']
2016	Money doesn't grow on sprees.				sprees	homophonic	['trees', 'plants', 'growth', 'foliage']	['binges', 'outpourings', 'extravagances', 'revels']	sprees	['arbres', 'plantes', 'croissance', 'feuillage']	['orgies', 'débordements', 'extravagances', 'festivités']	sprees	['trees', 'plants', 'growth', 'foliage']	['orgies', 'excesses', 'extravagances', 'festivities']
2017	Money launderers are filthy rich!				filthy	homographic	['dirty', 'grimy', 'soiled', 'unwashed']	['extremely', 'excessively', 'obscene', 'very']	crasseux	['sale', 'encrassé', 'souillé', 'non lavé']	['extrêmement', 'excessivement', 'obscène', 'très']	filthy	['dirty', 'grimy', 'soiled', 'unwashed']	['extremely', 'excessively', 'obscene', 'very']
2018	More truck for your buck.				buck	homographic	['dollar', 'money', 'currency']	['value', 'utility', 'standard', 'male deer']	buck	['dollar', 'argent', 'devise']	['valeur', 'utilité', 'étalon', 'cerf mâle']	buck	['dollar', 'money', 'currency']	['value', 'utility', 'standard', 'male deer']
2019	Morticians make you feel dead gorgeous.				dead	homographic	['deceased', 'lifeless', 'expired', 'departed']	['extremely', 'very', 'completely', 'absolutely']	mort	['décédé', 'sans vie', 'expiré', 'disparu']	['extrêmement', 'très', 'complètement', 'absolument']	dead	['deceased', 'lifeless', 'expired', 'passed away']	['extremely', 'very', 'completely', 'absolutely']
2020	Most Manchester United fans will only drink tea because they have all the cups.				cups	homographic	['vessels', 'mugs', 'teacups', 'goblets']	['trophies', 'awards', 'championships', 'titles']	tasses	['récipients', 'mugs', 'tasses à thé', 'gobelets']	['trophées', 'récompenses', 'championnats', 'titres']	cups	['containers', 'mugs', 'teacups', 'goblets']	['trophies', 'awards', 'championships', 'titles']
2021	Most hunters are nice because they're such deer people.				deer	homophonic	['buck', 'doe', 'venison', 'ruminant']	['dear', 'beloved', 'precious', 'kind', 'darling']	cerf	['mâle', 'biche', 'venaison', 'ruminant']	['cher', 'bien-aimé', 'précieux', 'gentil', 'chéri']	deer	['male', 'doe', 'venison', 'ruminant']	['dear', 'beloved', 'precious', 'kind', 'darling']
2022	Most males in a men's room are stand-up guys.				stand-up	homographic	['erect', 'upright', 'vertical', 'standing']	['honest', 'reliable', 'principled', 'trustworthy', 'honorable']	debout	['érigé', 'droit', 'vertical', 'tenant debout']	['honnête', 'fiable', 'intègre', 'digne de confiance', 'honorable']	standing	['erect', 'upright', 'vertical', 'standing up']	['honest', 'reliable', 'integrity', 'trustworthy', 'honorable']
2023	Most rules of thumb suck.				thumb	homographic	['heuristic', 'principle', 'general law', 'method']	['digit', 'pollex', 'finger', 'opposable appendage']	pouce	['heuristique', 'principe', 'loi générale', 'méthode']	['doigt', 'pollex', 'doigt', 'appendice opposable']	thumb	['heuristic', 'principle', 'general law', 'method']	['finger', 'pollex', 'digit', 'opposable appendage']
2024	Most samurai refused to shave. They were bushi.				bushi	homophonic	['bushy', 'shaggy', 'unshaven', 'thick', 'hairy']	['bushi', 'samurai', 'warrior', 'Japanese fighter', 'knight']	bushi	['touffu', 'bourru', 'mal rasé', 'épais', 'poilu']	['bushi', 'samouraï', 'guerrier', 'combattant japonais', 'chevalier']	bushi	['bushy', 'grumpy', 'unshaven', 'thick', 'hairy']	['bushi', 'samurai', 'warrior', 'Japanese fighter', 'knight']
2025	Most tea drinkers will not socialize with a bad element at work because it is just not their cup of tea.				cup of tea	homographic	['beverage', 'steeped drink', 'hot infusion']	['preference', 'inclination', 'interest', 'liking']	tasse de thé	['boisson', 'boisson infusée', 'infusion chaude']	['préférence', 'inclination', 'intérêt', 'penchant']	cup of tea	['beverage', 'infused drink', 'hot infusion']	['preference', 'inclination', 'interest', 'penchant']
2026	"Mr. Coffee returns from Soviet Russia: ""I have seen the future and it perks"""				perks	homographic	['brews', 'percolates', 'filters']	['benefits', 'advantages', 'improves', 'brightens']	avantages	['percole', 'infuse', 'filtre']	['bénéfices', 'atouts', 'améliore', 'égaye']	advantages	['percolates', 'infuses', 'filters']	['benefits', 'assets', 'improves', 'brightens']
2027	Ms. Earhart's loss to aviation could never be ameliorated.				ameliorated	homophonic	['improved', 'bettered', 'enhanced']	['Amelia rated', 'ranked Amelia', 'evaluated Amelia Earhart']	amélioré	['amélioré', 'bonifié', 'augmenté']	['Amelia a noté', 'Amelia classée', 'Amelia Earhart évaluée']	improved	['improved', 'enhanced', 'increased']	['Amelia noted', 'Amelia ranked', 'Amelia Earhart evaluated']
2028	"Ms. von Karma's logic is perfect. There is no way for you to poke a hole in it. (It looks like I've found the ""hole"" I was looking for!)"				hole	homographic	['flaw', 'logical gap', 'inconsistency', 'error', 'weakness']	['opening', 'perforation', 'void', 'gap', 'aperture']	trou	['faille', 'lacune logique', 'incohérence', 'erreur', 'faiblesse']	['ouverture', 'perforation', 'vide', 'brèche', 'orifice']	hole	['flaw', 'logical gap', 'inconsistency', 'error', 'weakness']	['opening', 'perforation', 'void', 'breach', 'orifice']
2029	Murder with knives is very messy, and I suggest not taking a stab at it.				stab	homographic	['thrust', 'puncture', 'pierce', 'knife wound']	['attempt', 'try', 'endeavor', 'effort']	coup de poignard	['poussée', 'piqûre', 'percer', 'coup de couteau']	['tentative', 'essai', 'effort', 'entreprise']	stab	['thrust', 'sting', 'pierce', 'knife wound']	['attempt', 'try', 'effort', 'undertaking']
2030	Musical composers can use lots of Note paper.				Note	homographic	['musical tone', 'pitch', 'semibreve', 'quaver']	['written record', 'memo', 'message', 'notation']	Note	['tonalité musicale', 'hauteur de note', 'ronde', 'croche']	['écrit', 'mémo', 'message', 'notation']	Note	['musical tone', 'pitch', 'whole note', 'eighth note']	['writing', 'memo', 'message', 'notation']
2031	Musical mechanics always sing in parts.				parts	homographic	['melodies', 'harmonies', 'voices', 'sections']	['components', 'pieces', 'spares', 'fittings']	parties	['mélodies', 'harmonies', 'voix', 'sections']	['composants', 'pièces', 'rechanges', 'raccords']	parts	['melodies', 'harmonies', 'voices', 'sections']	['components', 'pieces', 'spares', 'fittings']
