id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count	candidate_json	candidate_count	generation_error	generator_version
1801	In ancient times, seagoing vessels were much more fuel efficient. They got thousands of miles to the galleon.				galleon	homophonic	['gallon', 'fuel', 'liquid', 'measurement', 'volume', 'gasoline']	['ship', 'vessel', 'sailing', 'wooden', 'ocean', 'maritime']	galion	['gallon', 'carburant', 'liquide', 'mesure', 'volume', 'essence']	['navire', 'vaisseau', 'navigation', 'bois', 'océan', 'maritime']				"[{""left"":""essence"",""right"":""élance"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8242,""french_naturalness"":0.54,""semantic_surprise"":0.6333,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6902},""export_lane"":""close_A_to_other""},{""left"":""essence"",""right"":""séance"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8228,""french_naturalness"":0.54,""semantic_surprise"":0.6325,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6896},""export_lane"":""close_A_to_other""}]"	2	"[{""french"":""Autrefois, les navires consommaient très peu de carburant : ils faisaient des milliers de milles au galion."",""pun_trigger"":""galion"",""mechanism"":""near_homophone"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
1802	In certain sexual harassment cases things can get kind of touchy.				touchy	homographic	['sensitive', 'volatile', 'delicate', 'precarious', 'irritable', 'awkward']	['physical', 'contact', 'tactile', 'groping', 'fondling', 'haptic']	susceptible	['sensible', 'volatil', 'délicat', 'précaire', 'irritable', 'gênant']	['physique', 'contact', 'tactile', 'tâtonnement', 'caresse', 'haptique']				[]	0	"[{""french"":""Dans les enquêtes pour attouchements, la justice avance souvent à tâtons."",""pun_trigger"":""à tâtons"",""mechanism"":""idiom"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
1803	In college I was so broke I couldn't afford the electricity bill. Those were the darkest days of my life.				darkest	homographic	['unlit', 'blackout', 'shadow', 'dim', 'opaque', 'gloomy']	['depressing', 'somber', 'bleak', 'melancholy', 'tragic', 'hopeless']	sombre	['obscur', 'noirceur', 'ombre', 'faible', 'opaque', 'ténébreux']	['déprimant', 'lugubre', 'morne', 'mélancolique', 'tragique', 'désespéré']				"[{""left"":""couenne"",""right"":""moine"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8318,""french_naturalness"":0.42,""semantic_surprise"":0.7101,""semantic_domain_similarity"":0.6697,""pun_pivot_usability"":0.45,""overall_score"":0.6203},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""couard"",""right"":""noir"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8272,""french_naturalness"":0.42,""semantic_surprise"":0.7026,""semantic_domain_similarity"":0.6927,""pun_pivot_usability"":0.439,""overall_score"":0.6171},""export_lane"":""detached_B2_A01_DETACHED""}]"	2	"[{""french"":""À la fac, j'étais tellement fauché que je ne pouvais plus payer l'électricité. Ce furent les heures les plus sombres de ma vie."",""pun_trigger"":""sombres"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
1804	In equations with square numbers I can never find the root of the problem.				root	homographic	['square', 'math', 'integer', 'radical', 'factor', 'exponent']	['cause', 'origin', 'source', 'basis', 'foundation', 'core']	racine	['carrée', 'mathématiques', 'entier', 'radical', 'facteur', 'exposant']	['cause', 'origine', 'source', 'base', 'fondation', 'cœur']				[]	0	"[{""french"":""Avec les nombres au carré, je n'arrive jamais à trouver la racine du problème."",""pun_trigger"":""racine"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
1805	In high school I recall having a beautiful but difficult math teacher. She was easy on the eyes and hard on the pupils!				pupils	homographic	['student', 'classroom', 'learner', 'scholastic', 'youth', 'education']	['eye', 'iris', 'cornea', 'vision', 'sight', 'optical']	pupilles	['élève', 'classe', 'apprenant', 'scolaire', 'jeunesse', 'éducation']	['œil', 'iris', 'cornée', 'vision', 'vue', 'optique']				"[{""left"":""vision"",""right"":""vison"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8444,""french_naturalness"":0.54,""semantic_surprise"":0.6444,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6807},""export_lane"":""close_B_to_other""}]"	1	"[{""french"":""Au lycée, ma charmante prof de maths était redoutable : elle nous tapait dans l'œil, mais elle nous avait à l'œil !"",""pun_trigger"":""œil"",""mechanism"":""idiom"",""strategy"":""idiom_or_expression"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
1806	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.				doe	homophonic	['deer', 'female', 'antlerless', 'herbivore', 'mammal', 'wildlife']	['dough', 'money', 'cash', 'currency', 'capital', 'funds']	biche	['cerf', 'femelle', 'sans-bois', 'herbivore', 'mammifère', 'faune']	['pâte', 'argent', 'fric', 'monnaie', 'capital', 'fonds']				[]	0	"[{""french"":""Pour payer ses études, mon fils chasse et vend la viande : c'est son petit biche-ness !"",""pun_trigger"":""biche-ness"",""mechanism"":""paronymy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
1807	In his latest promotional campaign, the manager of City Tent and Awning told his crew to canvas the entire area.				canvas	homophonic	['solicit', 'survey', 'campaign', 'poll', 'examine', 'question']	['fabric', 'textile', 'tent', 'tarp', 'material', 'cloth']	canevas	['solliciter', 'sonder', 'campagne', 'scrutin', 'examiner', 'interroger']	['tissu', 'textile', 'tente', 'bâche', 'matériau', 'toile']				"[{""left"":""moelle"",""right"":""toile"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8124,""french_naturalness"":0.42,""semantic_surprise"":0.6668,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6323},""export_lane"":""detached_A2_B01_DETACHED""}]"	1	"[{""french"":""Le fabricant de tentes a décidé de lancer sa nouvelle campagne sur la Toile."",""pun_trigger"":""Toile"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
1808	In many places Christmas is a custo-Mary holiday.				custo-Mary	homophonic	['customary', 'traditional', 'habitual', 'standard', 'conventional', 'routine']	['Mary', 'mother', 'nativity', 'virgin', 'religious', 'biblical']	coutu-Marie	['habituel', 'traditionnel', 'coutumier', 'classique', 'conventionnel', 'routinier']	['Marie', 'mère', 'nativité', 'vierge', 'religieux', 'biblique']				"[{""left"":""mère"",""right"":""mer"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.78,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.86,""overall_score"":0.8754},""export_lane"":""close_B_to_other""},{""left"":""mère"",""right"":""maire"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.78,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.827,""overall_score"":0.8668},""export_lane"":""close_B_to_other""}]"	2	"[{""french"":""Noël n'est pas seulement une fête de tradition, avec la Vierge près de la crèche, c'est surtout une fête mère-veilleuse."",""pun_trigger"":""mère-veilleuse"",""mechanism"":""homophone"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
1809	In medical school he worried about passing as a surgeon, but he made the cut.				cut	homographic	['incision', 'scalpel', 'surgery', 'flesh', 'blade', 'dissection']	['success', 'qualification', 'standard', 'selection', 'achievement', 'threshold']	coupe	['incision', 'scalpel', 'chirurgie', 'chair', 'lame', 'dissection']	['succès', 'qualification', 'norme', 'sélection', 'réussite', 'seuil']				"[{""left"":""chère"",""right"":""chair"",""relation"":""same_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.44,""semantic_surprise"":0.77,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.36,""overall_score"":0.6914},""export_lane"":""detached_B2_A01_DETACHED""}]"	1	"[{""french"":""Il craignait de rater son diplôme de chirurgie, mais il a été reçu sur le fil."",""pun_trigger"":""sur le fil"",""mechanism"":""idiom"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
1810	In middle east outdoor markets you can find bazaar items for sale.				bazaar	homophonic	['market', 'stalls', 'souk', 'commerce', 'merchants', 'trading']	['strange', 'weird', 'unusual', 'peculiar', 'odd', 'atypical']	bizarre	['marché', 'étalages', 'souk', 'commerce', 'marchands', 'négoce']	['étrange', 'chelou', 'insolite', 'particulier', 'singulier', 'atypique']				[]	0	"[{""french"":""À Istanbul, ce marché propose des objets si insolites qu'on l'appelle le Grand Bizarre."",""pun_trigger"":""Grand Bizarre"",""mechanism"":""paronymy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
