id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count	candidate_json	candidate_count	generation_error	generator_version
2601	Quasimodo bought a Ford Focus. It became known as the hatchback of Notre Dame.				hatchback	homophonic	['automobile', 'trunk', 'compact', 'vehicle', 'door', 'sedan']	['hunchback', 'spine', 'curvature', 'bell-ringer', 'cathedral', 'misfortune']	bossu	['automobile', 'coffre', 'compacte', 'véhicule', 'portière', 'berline']	['dos', 'colonne', 'courbure', 'sonneur', 'cathédrale', 'malheur']				"[{""left"":""sonneur"",""right"":""bonheur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.803,""french_naturalness"":0.54,""semantic_surprise"":0.6216,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6743},""export_lane"":""close_B_to_other""}]"	1	"[{""french"":""Quasimodo s'est acheté une vieille voiture d'occasion. Désormais, on l'appelle la cabossée de Notre-Dame."",""pun_trigger"":""cabossée"",""mechanism"":""morphological"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
2602	Qwertyus, god of keyboards, is a character from geek mythology.				geek	homophonic	['ancient', 'temple', 'athens', 'zeus', 'olympus', 'deity']	['computer', 'coder', 'technology', 'expert', 'nerd', 'software']	grec	['antique', 'temple', 'athènes', 'zeus', 'olympe', 'divinité']	['ordinateur', 'codeur', 'technologie', 'expert', 'passionné', 'logiciel']				"[{""left"":""codeur"",""right"":""candeur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8174,""french_naturalness"":0.54,""semantic_surprise"":0.6296,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6798},""export_lane"":""close_B_to_other""},{""left"":""break"",""right"":""grec"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8267,""french_naturalness"":0.42,""semantic_surprise"":0.7176,""semantic_domain_similarity"":0.6232,""pun_pivot_usability"":0.45,""overall_score"":0.6156},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""trek"",""right"":""grec"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8079,""french_naturalness"":0.42,""semantic_surprise"":0.7073,""semantic_domain_similarity"":0.6232,""pun_pivot_usability"":0.42,""overall_score"":0.6007},""export_lane"":""detached_B2_A01_DETACHED""}]"	3	"[{""french"":""Qwertyus, le dieu des claviers, est une figure incontournable de la mythologie geek."",""pun_trigger"":""geek"",""mechanism"":""paronymy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
2603	Rockfish. Great Seafood. Not a lot of clams.				clams	homographic	['shellfish', 'mollusk', 'seafood', 'bivalve', 'chowder', 'ocean']	['money', 'currency', 'dollars', 'cash', 'wealth', 'payment']	palourdes	['coquillage', 'mollusque', 'fruits de mer', 'bivalve', 'chaudrée', 'océan']	['argent', 'monnaie', 'dollars', 'fric', 'richesse', 'paiement']				[]	0	"[{""french"":""D'excellents fruits de mer, pour une addition qui n'est pas salée."",""pun_trigger"":""salée"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
2604	Rabbits generally lead a hoppy life.				hoppy	homophonic	['jumping', 'leaping', 'bouncing', 'active', 'energetic', 'motion']	['happy', 'joyful', 'cheerful', 'content', 'glad', 'satisfied']	sautillant	['sautant', 'bondissant', 'rebondissant', 'actif', 'énergique', 'mouvement']	['heureux', 'joyeux', 'enjoué', 'content', 'ravi', 'satisfait']				[]	0	"[{""french"":""Les lapins prennent toujours la vie du bond côté."",""pun_trigger"":""bond"",""mechanism"":""homophone"",""strategy"":""idiom_or_expression"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
2605	Rabbits like their beer brewed with a lot of hops.				hops	homographic	['brewery', 'stout', 'bitter', 'barley', 'flower', 'ale']	['jump', 'bound', 'leap', 'spring', 'hare', 'motion']	houblon	['brasserie', 'stout', 'amertume', 'orge', 'fleur', 'ale']	['saut', 'bond', 'sursaut', 'ressort', 'lièvre', 'mouvement']				"[{""left"":""flirté"",""right"":""fleurer"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8185,""french_naturalness"":0.42,""semantic_surprise"":0.6849,""semantic_domain_similarity"":0.7512,""pun_pivot_usability"":0.343,""overall_score"":0.5923},""export_lane"":""detached_B2_A01_DETACHED""}]"	1	"[{""french"":""On t'a posé un lapin ? Allons boire une bière et houblons tout ça !"",""pun_trigger"":""houblons"",""mechanism"":""paronymy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
2606	Rain or sun always fun!				sun	homophonic	['star', 'solar', 'light', 'heat', 'yellow', 'daybreak']	['child', 'male', 'offspring', 'boy', 'descendant', 'heir']	soleil	['étoile', 'solaire', 'lumière', 'chaleur', 'jaune', 'aube']	['fils', 'mâle', 'progéniture', 'garçon', 'descendant', 'héritier']				"[{""left"":""chaleur"",""right"":""râleur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8279,""french_naturalness"":0.54,""semantic_surprise"":0.6353,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6916},""export_lane"":""close_A_to_other""}]"	1	"[{""french"":""Qu'il pleuve ou qu'il vente, avec mon gendre le baromètre est toujours au beau-fils !"",""pun_trigger"":""beau-fils"",""mechanism"":""near_homophone"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
2607	ReVittelise!				ReVittelise	homophonic	['revitalize', 'energize', 'restore', 'refresh', 'enliven', 'invigorate']	['Vittel', 'water', 'mineral', 'hydration', 'bottle', 'beverage']	ReVittelise	['revitaliser', 'énergiser', 'restaurer', 'rafraîchir', 'animer', 'invigorer']	['Vittel', 'eau', 'minéral', 'hydratation', 'bouteille', 'boisson']				[]	0	"[{""french"":""Un coup de fatigue ? Revittelisez-vous avec une bonne bouteille d'eau !"",""pun_trigger"":""Revittelisez-vous"",""mechanism"":""near_homophone"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
2608	Reading music makes me crotchety.				crotchety	homographic	['irritable', 'grumpy', 'cantankerous', 'ornery', 'peevish', 'crabby']	['crotchet', 'note', 'quarter', 'rhythm', 'musical', 'notation']	reproche	['irritable', 'grincheux', 'revêche', 'maussade', 'hargneux', 'acariâtre']	['noire', 'note', 'quart', 'rythme', 'musical', 'notation']				"[{""left"":""cars"",""right"":""quart"",""relation"":""same_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.42,""semantic_surprise"":0.77,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.5,""overall_score"":0.7242},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""couard"",""right"":""noir"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8272,""french_naturalness"":0.42,""semantic_surprise"":0.6887,""semantic_domain_similarity"":0.7559,""pun_pivot_usability"":0.439,""overall_score"":0.6209},""export_lane"":""detached_A2_B01_DETACHED""}]"	2	"[{""french"":""Lire la musique m'arrache des soupirs et me met d'humeur noire."",""pun_trigger"":""soupirs / noire"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
2609	Real estate agents believe in doing good deeds.				deeds	homographic	['actions', 'acts', 'conduct', 'behavior', 'efforts', 'gestures']	['titles', 'contracts', 'documents', 'ownership', 'property', 'estates']	actes	['actions', 'faits', 'conduite', 'comportement', 'efforts', 'gestes']	['titres', 'contrats', 'documents', 'possession', 'propriété', 'biens']				"[{""left"":""action"",""right"":""axons"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8303,""french_naturalness"":0.54,""semantic_surprise"":0.6755,""semantic_domain_similarity"":0.8236,""pun_pivot_usability"":0.504,""overall_score"":0.6647},""export_lane"":""close_A_to_other""}]"	1	"[{""french"":""Les agents immobiliers sont des gens de bien : on les juge sur leurs actes."",""pun_trigger"":""actes / bien"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
2610	Reassembling the skeletons of prehistoric mammals can be a mammoth undertaking.				mammoth	homographic	['prehistoric', 'extinct', 'proboscidean', 'tusk', 'pleistocene', 'elephantid']	['colossal', 'gigantic', 'enormous', 'monumental', 'immense', 'huge']	mammouth	['préhistorique', 'éteint', 'proboscidien', 'défense', 'pléistocène', 'éléphantidé']	['colossal', 'gigantesque', 'énorme', 'monumental', 'immense', 'vaste']				"[{""left"":""défense"",""right"":""défiance"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8324,""french_naturalness"":0.54,""semantic_surprise"":0.6378,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6761},""export_lane"":""close_A_to_other""},{""left"":""défense"",""right"":""décence"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.82,""french_naturalness"":0.54,""semantic_surprise"":0.631,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6714},""export_lane"":""close_A_to_other""}]"	2	"[{""french"":""Reconstituer les squelettes d'animaux préhistoriques, c'est un vrai travail de mammouth."",""pun_trigger"":""mammouth"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15_single""}]"	1		v15_single
