id_en	shuffled_candidates_json	text_clean	discriminator_run1_json	discriminator_run1_error	discriminator_run1_model	discriminator_run1_model_id	discriminator_run1_version
401	"[{""id"":69229,""pun"":""Le metteur en scène du tournoi de billard est exigeant : il veut que tout soit réglé au millimètre près de tapis."",""run"":""gemini""},{""id"":21407,""pun"":""Le tournoi de snooker a commencé en avance car les joueurs avaient une queue de rechange."",""run"":""gemini""},{""id"":57466,""pun"":""Au théâtre, l'acteur qui jouait au billard a raté sa réplique : il n'avait pas la bonne canne."",""run"":""gemini""},{""id"":90914,""pun"":""L'acteur de billard est resté muet car il a perdu sa bille."",""run"":""gemini""},{""id"":77069,""pun"":""Un spectacle de billard ? C'est une pièce qui se joue en plusieurs bandes."",""run"":""gemini""},{""id"":28702,""pun"":""Un dramaturge qui joue au billard écrit toujours des pièces à empocher."",""run"":""gemini""},{""id"":75934,""pun"":""On a demandé au joueur de billard d'entrer en scène, il a répondu : 'J'arrive, je suis sur une bille'."",""run"":""gemini""},{""id"":34084,""pun"":""La pièce sur le snooker a fait un four, pourtant les acteurs étaient en plein dans le trou."",""run"":""gemini""},{""id"":33061,""pun"":""Le comédien s'est pris un râteau au billard faute de craie, c'est ce qu'on appelle un manque de tact."",""run"":""gemini""},{""id"":84194,""pun"":""L'acteur jouant un joueur de billard était mauvais, il n'avait aucun effet sur le public."",""run"":""gemini""},{""id"":93608,""pun"":""La troupe de théâtre a acheté un billard pour travailler leurs entrées en scène par la bande."",""run"":""gemini""},{""id"":83207,""pun"":""Pourquoi le joueur de billard est-il un bon acteur ? Parce qu'il connaît ses classiques sur le bout de sa queue."",""run"":""gemini""}]"	A play, based on billiards, started right on cue.	"{""comedian"":[77069,84194,83207,93608,28702],""pun_expert"":[77069,84194,93608,83207,34084],""editor"":[77069,84194,93608,28702,83207],""translator"":[83207,77069,93608,84194,21407]}"		gemini	google/gemini-3-flash-preview	discriminator_run1_v3
402	"[{""id"":78684,""pun"":""Un plombier ne part pas, il est simplement évincé du circuit."",""run"":""gemini""},{""id"":31900,""pun"":""Le plombier a passé l'arme à gauche, mais il a gardé sa clé à molette."",""run"":""gemini""},{""id"":98619,""pun"":""Quand un plombier s'éteint, c'est que son joint a lâché."",""run"":""gemini""},{""id"":21324,""pun"":""Le plombier est parti au parvis des cieux sans faire de vagues."",""run"":""gemini""},{""id"":61610,""pun"":""Un plombier ne s'arrête jamais, il prend simplement la fuite."",""run"":""gemini""},{""id"":31564,""pun"":""Un plombier trépasse toujours avec beaucoup d'évacuation."",""run"":""gemini""},{""id"":19174,""pun"":""Un plombier ne disparaît pas, il se vide de sa substance."",""run"":""gemini""},{""id"":33554,""pun"":""Un plombier ne meurt pas, il rend l'eau."",""run"":""gemini""},{""id"":57067,""pun"":""Un bon plombier ne meurt pas, il se fait siphonner par le destin."",""run"":""gemini""},{""id"":99446,""pun"":""Un plombier ne meurt jamais, il finit par couler des jours heureux."",""run"":""gemini""},{""id"":58208,""pun"":""Pour un plombier, la mort n'est qu'un changement de tuyauterie."",""run"":""gemini""},{""id"":67234,""pun"":""Un plombier n'est jamais enterré, il est simplement mis au rebut."",""run"":""gemini""}]"	A plumber doesn't die, he just gets flushed away.	"{""comedian"":[61610,33554,98619,57067,99446],""pun_expert"":[61610,33554,98619,57067,78684],""editor"":[33554,61610,58208,99446,98619],""translator"":[57067,33554,61610,98619,31564]}"		gemini	google/gemini-3-flash-preview	discriminator_run1_v3
403	"[{""id"":51568,""pun"":""L'assassin a laissé un parfum de crime, mais le chien est l'auteur de l'arrestation."",""run"":""gemini""},{""id"":76990,""pun"":""Le chien de la police est un grand sentimental : il n'agit que par pur-odorat."",""run"":""gemini""},{""id"":54409,""pun"":""Lors d'une perquisition, le chien policier est toujours le bon flair au milieu du centre-ville."",""run"":""gemini""},{""id"":20550,""pun"":""Le suspect a été arrêté car le chien a eu le dernier mot... et le dernier flair."",""run"":""gemini""},{""id"":76207,""pun"":""Pourquoi le chien policier est-il au centre du cartel ? Parce qu'il a du flair-play."",""run"":""gemini""},{""id"":74432,""pun"":""Le chien a trouvé la drogue au milieu de la pièce : c'était le pif-vaut de l'enquête."",""run"":""gemini""},{""id"":77408,""pun"":""Le chien de la brigade des stupéfiants a un nez pour les affaires, c’est un expert en essences."",""run"":""gemini""},{""id"":44567,""pun"":""Dans la police, le chien est un pivot : tout repose sur son pif-ot."",""run"":""gemini""},{""id"":51584,""pun"":""Quand un chien renifle un suspect, c'est pour son propre bien-être... ou son bien-flair."",""run"":""gemini""},{""id"":39085,""pun"":""Un chien de drogue ne perd jamais le nord, il suit toujours son flair-ouest."",""run"":""gemini""},{""id"":34022,""pun"":""C'est un chien policier très célèbre : il est toujours au centre de l'attentions-pif."",""run"":""gemini""},{""id"":92410,""pun"":""L'odeur de la drogue était une véritable horreur, mais le chien l'a adorée."",""run"":""gemini""}]"	A police dog is often the scenter of a drug arrest.	"{""comedian"":[76990,76207,44567,74432,51584],""pun_expert"":[76990,76207,44567,74432,39085],""editor"":[76990,51568,77408,20550,92410],""translator"":[44567,74432,34022,54409,76207]}"		gemini	google/gemini-3-flash-preview	discriminator_run1_v3
404	"[{""id"":70478,""pun"":""L'inspecteur a coincé le court-circuit : il l'a pris en flagrant délit de résistance."",""run"":""gemini""},{""id"":87336,""pun"":""L'ampoule a été libérée de garde à vue car son avocat a réussi à faire la lumière sur l'affaire."",""run"":""gemini""},{""id"":72212,""pun"":""Un policier demande à une batterie : Avez-vous quelque chose à déclarer ? Elle répond : Je plaide la décharge."",""run"":""gemini""},{""id"":94669,""pun"":""Deux fils électriques se disputent. L'un finit par porter plainte car l'autre lui a mis un coup de jus."",""run"":""gemini""},{""id"":63348,""pun"":""Le juge a libéré la pile : il n'y avait aucune preuve positive."",""run"":""gemini""},{""id"":28165,""pun"":""Pourquoi les électriciens font-ils de bons avocats ? Parce qu'ils savent toujours comment faire passer le courant."",""run"":""gemini""},{""id"":74795,""pun"":""Un prisonnier électrique s'est évadé. Les gardiens sont au courant."",""run"":""gemini""},{""id"":60333,""pun"":""Que dit un voltmètre quand il arrête un suspect ? Vous êtes sous tension !"",""run"":""gemini""},{""id"":26830,""pun"":""Le policier a arrêté la batterie car elle était en pleine borne."",""run"":""gemini""},{""id"":83023,""pun"":""Un policier arrête deux piles en train de se battre. Il en a inculpé une, mais il a laissé l'autre en liberté car elle n'était pas assez chargée."",""run"":""gemini""},{""id"":21850,""pun"":""Pourquoi la batterie est-elle allée en prison ? Parce qu'elle était accusée de vol... de tension."",""run"":""gemini""},{""id"":46228,""pun"":""Le juge a condamné l'électricien à une peine de prison. Il n'a pas pu s'opposer au courant."",""run"":""gemini""}]"	A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off.	"{""comedian"":[87336,70478,72212,63348,74795],""pun_expert"":[70478,63348,72212,74795,60333],""editor"":[87336,70478,72212,74795,28165],""translator"":[83023,72212,63348,21850,94669]}"		gemini	google/gemini-3-flash-preview	discriminator_run1_v3
405	"[{""id"":43058,""pun"":""L'astronome démissionne car il n'arrivait plus à garder la tête dans les étoiles sans voir des points noirs."",""run"":""gemini""},{""id"":65533,""pun"":""Le politicien a quitté ses fonctions le jour de l'éclipse car il en avait marre de nager entre deux eaux et deux ombres."",""run"":""gemini""},{""id"":17851,""pun"":""Le ministre a démissionné en plein jour sombre : il voulait enfin que sa carrière s'efface devant la lune."",""run"":""gemini""},{""id"":66857,""pun"":""L'homme politique a choisi l'éclipse pour partir : il trouvait que son mandat manquait de clarté."",""run"":""gemini""},{""id"":35898,""pun"":""Il a démissionné un jour d'éclipse pour prouver qu'il n'était pas un politicien éclairé."",""run"":""gemini""},{""id"":43724,""pun"":""Pourquoi l'astrophysicien a-t-il quitté son poste ? Parce qu'il n'avait plus aucun avenir radieux lors des éclipses."",""run"":""gemini""},{""id"":70886,""pun"":""Quand un ministre s'en va durant une occultation, on peut dire que c'est une sortie de l'ombre très remarquée."",""run"":""gemini""},{""id"":51266,""pun"":""Démissionner lors d'une éclipse totale, c'est l'assurance de ne pas finir sa carrière sous les projecteurs."",""run"":""gemini""},{""id"":17992,""pun"":""Le maire a démissionné pendant l'éclipse : il ne voulait plus être une étoile filante de la politique."",""run"":""gemini""},{""id"":60132,""pun"":""Le député s'est retiré pendant l'alignement des planètes car il ne voulait plus être dans le collimateur du soleil."",""run"":""gemini""},{""id"":53192,""pun"":""Il a démissionné ce jour-là car il trouvait que la politique, c'était devenu du clair-obscur permanent."",""run"":""gemini""},{""id"":61740,""pun"":""L'élu a choisi l'éclipse pour partir car il avait besoin de faire de l'ombre à son successeur."",""run"":""gemini""}]"	A politician decided to resign on the day of an eclipse because it was a dark day.	"{""comedian"":[35898,66857,61740,51266,17992],""pun_expert"":[35898,66857,61740,53192,70886],""editor"":[66857,35898,53192,61740,51266],""translator"":[35898,66857,17851,51266,70886]}"		gemini	google/gemini-3-flash-preview	discriminator_run1_v3
406	"[{""id"":85708,""pun"":""Le candidat astronome a fait une campagne éclair : il a une traîne de casseroles derrière lui."",""run"":""gemini""},{""id"":96167,""pun"":""L'astronome qui entre au gouvernement espère ne pas se prendre une météorite de critiques."",""run"":""gemini""},{""id"":48771,""pun"":""L'astronome devenu maire ne veut pas qu'on l'importune quand il déjeune, il est en plein éclipse."",""run"":""gemini""},{""id"":33069,""pun"":""Un politicien fan d'astronomie ne change jamais d'avis, car il reste toujours sur son orbite."",""run"":""gemini""},{""id"":71694,""pun"":""Un politicien qui observe les étoiles finit toujours par faire des promesses en l'air."",""run"":""gemini""},{""id"":56958,""pun"":""Quand on demande son avis au ministre astronome, il répond : 'Pas de comète'."",""run"":""gemini""},{""id"":27111,""pun"":""L'astronome qui brigue la présidence a promis de ne pas augmenter la taxe-céleste."",""run"":""gemini""},{""id"":29993,""pun"":""Le sénateur passionné d'étoiles a un programme très flou : c'est un vrai nébuleuse."",""run"":""gemini""},{""id"":56560,""pun"":""Le député astronome a été exclu car il était toujours dans la lune pendant les sessions."",""run"":""gemini""},{""id"":52673,""pun"":""L'astrophysicien ministre ne voulait pas qu'on sa-météore dans ses affaires."",""run"":""gemini""},{""id"":21328,""pun"":""Le ministre de l'Espace refuse de démissionner, il est trop attaché à son satellite."",""run"":""gemini""},{""id"":73963,""pun"":""L'astronome reconverti en politique refusait de faire le moindre comète-aire."",""run"":""gemini""}]"	"A politician who had been an astronomer was always saying ""no comet""."	"{""comedian"":[56958,73963,52673,56560,85708],""pun_expert"":[56958,73963,52673,29993,48771],""editor"":[56958,71694,33069,56560,21328],""translator"":[56958,73963,52673,27111,96167]}"		gemini	google/gemini-3-flash-preview	discriminator_run1_v3
407	"[{""id"":20051,""pun"":""Il a gagné les élections car il était le seul à avoir de l'aplomb."",""run"":""gemini""},{""id"":66778,""pun"":""Un élu qui a mal aux lombaires cherche toujours un moyen de se faire des partisans."",""run"":""gemini""},{""id"":78169,""pun"":""S'il n'est pas fidèle à ses principes, c'est qu'il n'est plus du tout fidélisé par son corset."",""run"":""gemini""},{""id"":91311,""pun"":""En politique, quand on perd sa base, on finit chez l'ostéopathe."",""run"":""gemini""},{""id"":94736,""pun"":""Pourquoi les politiciens aiment la kiné ? Parce qu'on y apprend à retourner sa veste sans se bloquer le cou."",""run"":""gemini""},{""id"":75112,""pun"":""Un candidat qui ne tient pas debout n'a aucune colonne vertébrale."",""run"":""gemini""},{""id"":53403,""pun"":""Un ministre qui a des problèmes de posture finit toujours par perdre son siège."",""run"":""gemini""},{""id"":43458,""pun"":""Pour un ministre, avoir les reins solides est obligatoire surtout quand on porte plainte."",""run"":""gemini""},{""id"":95060,""pun"":""Un politicien qui a mal au dos a besoin de beaucoup de soutiens."",""run"":""gemini""},{""id"":13739,""pun"":""À force de courber l'échine devant les sondages, il a fini par se faire élire avec un corset."",""run"":""gemini""},{""id"":93247,""pun"":""Le candidat adorait être lu par ses électeurs, mais il préférait être lu par son kiné."",""run"":""gemini""},{""id"":25477,""pun"":""Les politiques au dos fragile se font souvent redresser, mais jamais par le fisc."",""run"":""gemini""}]"	A politician with a bad back needs lots of support.	"{""comedian"":[94736,95060,53403,25477,20051],""pun_expert"":[95060,53403,75112,20051,94736],""editor"":[53403,95060,20051,94736,25477],""translator"":[95060,53403,75112,91311,13739]}"		gemini	google/gemini-3-flash-preview	discriminator_run1_v3
408	"[{""id"":81160,""pun"":""Le guitariste a acheté un ampli pour des clopinettes, il a vraiment eu le médiator à bas prix."",""run"":""gemini""},{""id"":53775,""pun"":""Il a acheté son château pour une chanson, c’est ce qu’on appelle avoir le sens de l’aubade."",""run"":""gemini""},{""id"":19404,""pun"":""Il a eu ce piano pour une chanson, il a vraiment touché la bonne corde sensible."",""run"":""gemini""},{""id"":16662,""pun"":""Une star du rock a acheté un studio pour une bouchée de pain, mais elle n'a pu y faire que de la mie-di."",""run"":""gemini""},{""id"":89688,""pun"":""Un baryton qui achète une cave pour rien, c'est ce qu'on appelle descendre dans les graves."",""run"":""gemini""},{""id"":78389,""pun"":""Pourquoi le chanteur a-t-il acheté la maison ? Parce qu'on lui a fait un prix de sol."",""run"":""gemini""},{""id"":10716,""pun"":""Le pianiste a acheté son manoir pour une bouchée de pain, il a vraiment eu le bon bémol."",""run"":""gemini""},{""id"":33294,""pun"":""Il a acheté un conservatoire pour trois sous : une véritable aubaine de croche."",""run"":""gemini""},{""id"":30379,""pun"":""Ce rappeur a acheté une Bentley pour un prix dérisoire, il a vraiment fait une rime de cash."",""run"":""gemini""},{""id"":19655,""pun"":""Le ténor a payé sa villa une bagatelle, c'était vraiment une affaire de basse besogne."",""run"":""gemini""},{""id"":49519,""pun"":""La chorale a acheté une église pour un prix d'ami, c'était un choeur à prendre."",""run"":""gemini""},{""id"":17923,""pun"":""La chanteuse a trouvé un palais pour trois fois rien, un vrai cadeau de chant-el."",""run"":""gemini""}]"	A pop singer bought a new house for a song.	"{""comedian"":[78389,89688,49519,19404,16662],""pun_expert"":[78389,89688,49519,19404,16662],""editor"":[89688,78389,49519,19404,53775],""translator"":[78389,19404,53775,89688,49519]}"		gemini	google/gemini-3-flash-preview	discriminator_run1_v3
409	"[{""id"":35987,""pun"":""Que dit un Tchèque quand il ne comprend rien ? C'est du Prague pour moi."",""run"":""gemini""},{""id"":36554,""pun"":""À Prague, quand on n'est pas sûr de soi, on reste très scep-Tchèque."",""run"":""gemini""},{""id"":64130,""pun"":""Un touriste à Prague qui a tout prévu est un homme de Prague-mme."",""run"":""gemini""},{""id"":96465,""pun"":""Le plat préféré des gens pragmatiques à Prague ? Le steak-Prague."",""run"":""gemini""},{""id"":63880,""pun"":""Quel est le sport préféré en République Tchèque ? Le baby-foot-tchèque."",""run"":""gemini""},{""id"":56306,""pun"":""Pourquoi les Praguois ne se perdent jamais ? Ils suivent toujours le Prague-iciel."",""run"":""gemini""},{""id"":23957,""pun"":""Pourquoi les informaticiens adorent Prague ? Pour le High-Tchèque."",""run"":""gemini""},{""id"":42135,""pun"":""Pourquoi n'y a-t-il pas de mystères en République Tchèque ? Parce qu'on y fait toujours des diagnostics-Tchèques."",""run"":""gemini""},{""id"":40480,""pun"":""C'est un Tchèque qui entre dans un bar et demande : Je peux payer en liquide ou avec un Prague-payé ?"",""run"":""gemini""},{""id"":23888,""pun"":""Comment les Tchèques vérifient-ils leurs comptes ? Ils font un point de Tchèque."",""run"":""gemini""},{""id"":98290,""pun"":""Pourquoi les habitants de Prague sont-ils toujours organisés ? Parce qu'ils sont très Praguematiques."",""run"":""gemini""},{""id"":74846,""pun"":""Comment appelle-t-on un chèque sans provision en Europe centrale ? Un chèque en bois de Prague."",""run"":""gemini""}]"	A practical Czech is considered to be Praguematic.	"{""comedian"":[36554,23957,23888,35987,63880],""pun_expert"":[36554,23957,23888,42135,63880],""editor"":[36554,23888,23957,35987,64130],""translator"":[98290,64130,96465,56306,40480]}"		gemini	google/gemini-3-flash-preview	discriminator_run1_v3
410	"[{""id"":86486,""pun"":""Un boucher qui perd son couteau trouve que sa journée manque de tranchant."",""run"":""gemini""},{""id"":40119,""pun"":""Le conférencier qui égare son pointeur laser n'est plus très éclairé."",""run"":""gemini""},{""id"":31996,""pun"":""L'instituteur sans craie finit par faire un trait d'esprit."",""run"":""gemini""},{""id"":94606,""pun"":""L'archer qui n'a plus de flèches finit par perdre le fil de son discours."",""run"":""gemini""},{""id"":24873,""pun"":""Un professeur de géométrie sans règle mène une vie très déréglée."",""run"":""gemini""},{""id"":26281,""pun"":""Le guide qui perd son bâton de marche ne connaît plus le terrain."",""run"":""gemini""},{""id"":31585,""pun"":""Un escrimeur sans fleuret n'a plus aucun argument de pointe."",""run"":""gemini""},{""id"":24901,""pun"":""Le jardinier qui perd son râteau n'a plus les dents assez longues."",""run"":""gemini""},{""id"":90225,""pun"":""Un couturier sans aiguille ne sait plus sur quel ton piquer."",""run"":""gemini""},{""id"":54164,""pun"":""Un pêcheur sans canne est un homme qui n'a plus de soutien."",""run"":""gemini""},{""id"":74901,""pun"":""Le chef d'orchestre qui casse sa baguette se retrouve au pain sec."",""run"":""gemini""},{""id"":89293,""pun"":""Un menuisier sans scie ne voit plus le monde de la même façon."",""run"":""gemini""}]"	A professor without a pointer may find that his lecture is pointless.	"{""comedian"":[74901,31585,24873,86486,31996],""pun_expert"":[31585,24873,74901,86486,31996],""editor"":[86486,24873,31996,31585,74901],""translator"":[31585,24873,31996,40119,94606]}"		gemini	google/gemini-3-flash-preview	discriminator_run1_v3
