id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count	candidate_json	candidate_count	generation_error	generator_version
401	A play, based on billiards, started right on cue.				cue	homographic	['signal', 'prompt', 'entrance', 'timing', 'theatrical', 'actor']	['billiards', 'stick', 'chalk', 'snooker', 'tapered', 'stroke']	queue	['réplique', 'signal', 'entrée', 'timing', 'théâtral', 'acteur']	['billard', 'canne', 'craie', 'snooker', 'effilé', 'coup']				[]	0	"[{""french"":""La pièce sur le billard a commencé par un coup de théâtre : le premier coup de queue."",""pun_trigger"":""coup de queue"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gpt"",""generator_model_id"":""openai/gpt-5.5"",""generator_version"":""v15_single""}]"	1		v15_single
402	A plumber doesn't die, he just gets flushed away.				flushed	homographic	['toilet', 'water', 'drain', 'pipes', 'rinse', 'sewage']	['passed', 'gone', 'discarded', 'removed', 'expelled', 'vanished']	évacué	['toilettes', 'eau', 'drain', 'tuyaux', 'rinçage', 'égout']	['passé', 'parti', 'jeté', 'retiré', 'expulsé', 'disparu']				"[{""left"":""parvis"",""right"":""parti"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8071,""french_naturalness"":0.42,""semantic_surprise"":0.6639,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6303},""export_lane"":""detached_A2_B01_DETACHED""}]"	1	"[{""french"":""Un plombier ne rend pas l’âme : il rend l’évier."",""pun_trigger"":""rend l’âme / rend l’évier"",""mechanism"":""idiom"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gpt"",""generator_model_id"":""openai/gpt-5.5"",""generator_version"":""v15_single""}]"	1		v15_single
403	A police dog is often the scenter of a drug arrest.				scenter	homophonic	['center', 'middle', 'core', 'focus', 'hub', 'midpoint']	['scent', 'smell', 'odor', 'sniff', 'nose', 'olfactory']	scenter	['centre', 'milieu', 'noyau', 'foyer', 'pivot', 'mi-point']	['parfum', 'odeur', 'effluve', 'renifler', 'nez', 'olfactif']				"[{""left"":""odeur"",""right"":""horreur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8109,""french_naturalness"":0.54,""semantic_surprise"":0.626,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6773},""export_lane"":""close_B_to_other""},{""left"":""odeur"",""right"":""auteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8009,""french_naturalness"":0.54,""semantic_surprise"":0.6205,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6735},""export_lane"":""close_B_to_other""}]"	2	"[{""french"":""Dans une affaire de stups, le chien renifleur est le centre nez-vralgique de l’arrestation."",""pun_trigger"":""centre nez-vralgique"",""mechanism"":""homophone"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gpt"",""generator_model_id"":""openai/gpt-5.5"",""generator_version"":""v15_single""}]"	1		v15_single
404	A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off.				charged	homographic	['electricity', 'battery', 'voltage', 'current', 'energy', 'terminal']	['crime', 'arrest', 'prosecute', 'police', 'indict', 'lawsuit']	chargé	['électricité', 'batterie', 'tension', 'courant', 'énergie', 'borne']	['crime', 'arrestation', 'poursuivre', 'police', 'inculper', 'procès']				[]	0	"[{""french"":""Le flic a surpris deux gamins avec une batterie et un pétard : il en a chargé un et a laissé partir l’autre."",""pun_trigger"":""chargé"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gpt"",""generator_model_id"":""openai/gpt-5.5"",""generator_version"":""v15_single""}]"	1		v15_single
405	A politician decided to resign on the day of an eclipse because it was a dark day.				dark	homographic	['shadow', 'astronomy', 'obscurity', 'dim', 'blackout']	['gloomy', 'sinister', 'tragic', 'ominous', 'somber']	sombre	['ombre', 'astronomie', 'obscurité', 'faible', 'occultation']	['lugubre', 'sinistre', 'tragique', 'menaçant', 'morne']				[]	0	"[{""french"":""En pleine éclipse, le ministre a remis sa démission : difficile de choisir un jour plus sombre."",""pun_trigger"":""sombre"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gpt"",""generator_model_id"":""openai/gpt-5.5"",""generator_version"":""v15_single""}]"	1		v15_single
406	"A politician who had been an astronomer was always saying ""no comet""."				comet	homophonic	['comment', 'remark', 'statement', 'speech', 'response']	['asteroid', 'meteor', 'orbit', 'celestial', 'nucleus', 'tail']	comète	['commentaire', 'remarque', 'déclaration', 'discours', 'réponse']	['astéroïde', 'météore', 'orbite', 'céleste', 'noyau', 'traîne']				"[{""left"":""prenne"",""right"":""traîne"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8025,""french_naturalness"":0.42,""semantic_surprise"":0.6614,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6285},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""fresnes"",""right"":""traîne"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8006,""french_naturalness"":0.42,""semantic_surprise"":0.6603,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6278},""export_lane"":""detached_A2_B01_DETACHED""}]"	2	"[{""french"":""À chaque question, l’ancien astronome devenu député répond : « Sans commentaire, je suis plutôt cométaire. »"",""pun_trigger"":""commentaire / cométaire"",""mechanism"":""near_homophone"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""medium"",""generator_model"":""gpt"",""generator_model_id"":""openai/gpt-5.5"",""generator_version"":""v15_single""}]"	1		v15_single
407	A politician with a bad back needs lots of support.				support	homographic	['voters', 'endorsement', 'campaign', 'constituents', 'ballot', 'loyalty']	['brace', 'cushion', 'spine', 'orthopedic', 'posture', 'lumbar']	soutien	['électeurs', 'adhésion', 'campagne', 'concitoyens', 'scrutin', 'fidélité']	['armature', 'coussin', 'colonne', 'orthopédique', 'posture', 'lombaire']				"[{""left"":""fidélité"",""right"":""fidélisé"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.9178,""french_naturalness"":0.54,""semantic_surprise"":0.6848,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.7085},""export_lane"":""close_A_to_other""},{""left"":""électeurs"",""right"":""lecteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.9162,""french_naturalness"":0.54,""semantic_surprise"":0.6839,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.7079},""export_lane"":""close_A_to_other""},{""left"":""électeurs"",""right"":""recteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8265,""french_naturalness"":0.54,""semantic_surprise"":0.6346,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6739},""export_lane"":""close_A_to_other""}]"	3	"[{""french"":""Le candidat au dos fragile ne tient debout qu’avec un bon soutien : lombaire aux meetings, populaire dans les urnes."",""pun_trigger"":""soutien"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gpt"",""generator_model_id"":""openai/gpt-5.5"",""generator_version"":""v15_single""}]"	1		v15_single
408	A pop singer bought a new house for a song.				song	homographic	['melody', 'lyrics', 'vocal', 'music', 'rhythm', 'performance']	['bargain', 'cheap', 'inexpensive', 'discount', 'trifle', 'underpriced']	chanson	['mélodie', 'paroles', 'vocal', 'musique', 'rythme', 'performance']	['aubaine', 'économique', 'peu cher', 'rabais', 'bagatelle', 'sous-évalué']				[]	0	"[{""french"":""La chanteuse pop a acheté sa maison à prix bas : la note était vraiment dans les graves."",""pun_trigger"":""note / graves"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gpt"",""generator_model_id"":""openai/gpt-5.5"",""generator_version"":""v15_single""}]"	1		v15_single
409	A practical Czech is considered to be Praguematic.				Praguematic	homophonic	['Prague', 'Czechia', 'Europe', 'city', 'capital', 'vltava']	['pragmatic', 'logic', 'realistic', 'efficiency', 'practical', 'functional']	Praguematique	['Prague', 'Tchéquie', 'Europe', 'ville', 'capitale', 'Vltava']	['pragmatique', 'logique', 'réaliste', 'efficacité', 'pratique', 'fonctionnel']				"[{""left"":""teks"",""right"":""tchèques"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8174,""french_naturalness"":0.42,""semantic_surprise"":0.7065,""semantic_domain_similarity"":0.6505,""pun_pivot_usability"":0.42,""overall_score"":0.6059},""export_lane"":""detached_B2_A01_DETACHED""}]"	1	"[{""french"":""À Prague, on ne dit pas « pragmatique » : on dit « praguematique »."",""pun_trigger"":""praguematique"",""mechanism"":""homophone"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gpt"",""generator_model_id"":""openai/gpt-5.5"",""generator_version"":""v15_single""}]"	1		v15_single
410	A professor without a pointer may find that his lecture is pointless.				pointless	homographic	['stick', 'laser', 'baton', 'indicator', 'rod', 'sharp']	['futile', 'useless', 'meaningless', 'boring', 'ineffective', 'irrelevant']	émoussé	['bâton', 'laser', 'bâtonnet', 'indicateur', 'tige', 'tranchant']	['futile', 'inutile', 'insensé', 'ennuyeux', 'inefficace', 'irpertinent']				[]	0	"[{""french"":""Sans pointeur, le prof n’était plus très pointu."",""pun_trigger"":""pointu"",""mechanism"":""paronymy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gpt"",""generator_model_id"":""openai/gpt-5.5"",""generator_version"":""v15_single""}]"	1		v15_single
