id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
1501	I stole someone else's idea for a stage drama. Am I a playgiarist?				playgiarist	homophonic	['theatre', 'drama', 'performance', 'script', 'stage', 'actor']	['plagiarism', 'theft', 'copying', 'academic', 'dishonesty', 'intellectual']
1502	I strongly dislike the subject of math, however I am partial to fractions.				partial	homographic	['biased', 'favorable', 'inclined', 'fond', 'preferential', 'subjective']	['incomplete', 'fragmentary', 'fractional', 'segmental', 'divided', 'component']
1503	I suspected our new house guest was a terrorist. He asked to sleep on a blow up mattress.				blow up	homographic	['inflatable', 'air', 'cushion', 'plastic', 'expand', 'pump']	['explode', 'bomb', 'detonate', 'blast', 'dynamite', 'shrapnel']
1504	I tasted just a little bit of your bear stew. It's not overbearing				overbearing	homographic	['tasting', 'stew', 'meat', 'grizzly', 'animal', 'culinary']	['arrogant', 'domineering', 'oppressive', 'bossy', 'haughty', 'forceful']
1505	"""I teach at a university,"" he professed."				professed	homographic	['declared', 'vowed', 'stated', 'claimed', 'asserted', 'affirmed']	['professor', 'academic', 'lecturer', 'faculty', 'scholarly', 'teaching']
1506	"""I teach at a university,"" he professed."				professed	homographic	['declared', 'stated', 'asserted', 'avowed', 'claimed', 'affirmed']	['professor', 'academic', 'lecturer', 'faculty', 'scholastic', 'educator']
1507	I think Santa has riverfront property in Brazil. All our presents came from Amazon this year.				Amazon	homographic	['river', 'basin', 'south', 'america', 'tropical', 'waterway']	['retail', 'logistics', 'shipping', 'marketplace', 'delivery', 'ecommerce']
1508	I think a job as a shoe salesmen would be your best fit.				fit	homographic	['size', 'fittings', 'comfort', 'measurements', 'snug', 'shoe']	['suitability', 'compatibility', 'proper', 'aptitude', 'match', 'vocation']
1509	I think every morning that I'm going to make pancakes, but I keep waffling.				waffling	homographic	['indecision', 'hesitating', 'wavering', 'vacillating', 'uncertainty']	['breakfast', 'batter', 'griddle', 'syrup', 'iron']
1510	I thought I only had enough flour to bake one loaf, but after I added yeast I had eleven breads.				eleven	homophonic	['number', 'digit', 'math', 'count', 'integer', 'total']	['leaven', 'yeast', 'dough', 'rise', 'bakery', 'fermentation']
