id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
2601	Quasimodo bought a Ford Focus. It became known as the hatchback of Notre Dame.				hatchback	homophonic	['automobile', 'trunk', 'compact', 'vehicle', 'door', 'sedan']	['hunchback', 'spine', 'curvature', 'bell-ringer', 'cathedral', 'misfortune']
2602	Qwertyus, god of keyboards, is a character from geek mythology.				geek	homophonic	['ancient', 'temple', 'athens', 'zeus', 'olympus', 'deity']	['computer', 'coder', 'technology', 'expert', 'nerd', 'software']
2603	Rockfish. Great Seafood. Not a lot of clams.				clams	homographic	['shellfish', 'mollusk', 'seafood', 'bivalve', 'chowder', 'ocean']	['money', 'currency', 'dollars', 'cash', 'wealth', 'payment']
2604	Rabbits generally lead a hoppy life.				hoppy	homophonic	['jumping', 'leaping', 'bouncing', 'active', 'energetic', 'motion']	['happy', 'joyful', 'cheerful', 'content', 'glad', 'satisfied']
2605	Rabbits like their beer brewed with a lot of hops.				hops	homographic	['brewery', 'stout', 'bitter', 'barley', 'flower', 'ale']	['jump', 'bound', 'leap', 'spring', 'hare', 'motion']
2606	Rain or sun always fun!				sun	homophonic	['star', 'solar', 'light', 'heat', 'yellow', 'daybreak']	['child', 'male', 'offspring', 'boy', 'descendant', 'heir']
2607	ReVittelise!				ReVittelise	homophonic	['revitalize', 'energize', 'restore', 'refresh', 'enliven', 'invigorate']	['Vittel', 'water', 'mineral', 'hydration', 'bottle', 'beverage']
2608	Reading music makes me crotchety.				crotchety	homographic	['irritable', 'grumpy', 'cantankerous', 'ornery', 'peevish', 'crabby']	['crotchet', 'note', 'quarter', 'rhythm', 'musical', 'notation']
2609	Real estate agents believe in doing good deeds.				deeds	homographic	['actions', 'acts', 'conduct', 'behavior', 'efforts', 'gestures']	['titles', 'contracts', 'documents', 'ownership', 'property', 'estates']
2610	Reassembling the skeletons of prehistoric mammals can be a mammoth undertaking.				mammoth	homographic	['prehistoric', 'extinct', 'proboscidean', 'tusk', 'pleistocene', 'elephantid']	['colossal', 'gigantic', 'enormous', 'monumental', 'immense', 'huge']
2611	Recent survey revealed 6 out of 7 dwarf's aren't happy.				Happy	homographic	['Disney', 'Snow', 'White', 'Seven', 'Dwarfs', 'Bashful']	['Joyful', 'Cheerful', 'Glad', 'Content', 'Satisfied', 'Jubilant']
2612	Rejection is all about who you no.				no	homophonic	['negative', 'refusal', 'decline', 'veto', 'forbidden', 'dissent']	['know', 'recognition', 'familiarity', 'understanding', 'awareness', 'comprehension']
2613	Relationship driven.				driven	homographic	['motivated', 'ambitious', 'focused', 'determined', 'resolute', 'persistent']	['transported', 'steered', 'conducted', 'guided', 'vehicular', 'propelled']
2614	Remarks by critiques about Back are duly noted.				Back	homographic	['spine', 'vertebrae', 'anatomy', 'lumbar', 'dorsal', 'posterior']	['return', 'previous', 'reversal', 'rearward', 'hind', 'past']
2615	Remembering the Mongol leader's reputation for chicanery, Marco Polo approached the palace of the khan warily.				khan	homophonic	['emperor', 'ruler', 'mongol', 'monarch', 'sovereign', 'tribal']	['cautiously', 'suspiciously', 'skeptical', 'careful', 'guarded', 'distrustful']
2616	Rental agents offer quarters for dollars.				quarters	homographic	['housing', 'lodging', 'apartment', 'residence', 'rooms', 'dwelling']	['coin', 'currency', 'change', 'nickel', 'dime', 'cent']
2617	Reported sightings of the abominable snowman are yeti to be confirmed.				yeti	homophonic	['snow', 'cryptid', 'sasquatch', 'himalaya', 'creature', 'beast']	['still', 'pending', 'future', 'ongoing', 'status', 'duration']
2618	Retired teachers are classless.				classless	homographic	['students', 'classroom', 'lessons', 'school', 'education', 'grading']	['uncouth', 'unrefined', 'rude', 'vulgar', 'tasteless', 'impolite']
2619	Reveal yourself.				reveal	homophonic	['disclose', 'unveil', 'show', 'expose', 'manifest', 'divulge']	['re-veal', 'calf', 'meat', 'butcher', 'culinary', 'flesh']
2620	Ride with the tribe!				tribe	homographic	['clan', 'kinship', 'community', 'ancestry', 'ethnic', 'lineage']	['motorcyclist', 'biker', 'club', 'gang', 'rider', 'harley', 'subculture']
2621	Roentgen was radiating.				radiating	homographic	['emitting', 'rays', 'waves', 'energy', 'glowing', 'physics']	['smiling', 'beaming', 'happy', 'joyful', 'cheerful', 'exulting']
2622	Rolling personality.				Rolling	homographic	['rotation', 'motion', 'kinetic', 'physical', 'revolving', 'cycle']	['dynamic', 'jovial', 'easygoing', 'adaptable', 'smooth', 'relaxed']
2623	Romance isn't a science-it's a heart.				heart	homographic	['organ', 'muscle', 'blood', 'anatomy', 'cardiac', 'chest']	['emotion', 'feeling', 'spirit', 'affection', 'soul', 'passion']
2624	Roofers are straightforward. You can tell what they are rafter.				rafter	homophonic	['beam', 'timber', 'joist', 'roof', 'frame', 'support']	['pursuing', 'seeking', 'following', 'desiring', 'hunting', 'tracking']
2625	Royale. A Stronger Feeling of Softness.				Royale	homophonic	['tissue', 'paper', 'absorbent', 'bathroom', 'toilet', 'hygiene']	['royal', 'monarch', 'crown', 'regal', 'sovereign', 'luxury']
2626	Rozes. Expect the Unexpected and enjoy.				Rozes	homophonic	['flower', 'petal', 'thorny', 'fragrant', 'blossom', 'garden']	['surname', 'brand', 'identity', 'commercial', 'label', 'person']
2627	Running around your yard for thousands of miles would be quite a feet.				feet	homophonic	['achievement', 'stunt', 'accomplishment', 'exploit', 'victory', 'effort']	['toes', 'heels', 'limbs', 'steps', 'measurement', 'pedal']
2628	Russia was slow to recover after WW2 because it kept Stalin around.				Stalin	homophonic	['dictator', 'communist', 'leader', 'soviet', 'politician', 'bolshevik']	['delaying', 'stagnating', 'pausing', 'idling', 'halting', 'waiting']
2629	Ryder. Keeping things moving.				Ryder	homophonic	['transportation', 'logistics', 'trucking', 'delivery', 'shipping', 'fleet']	['rider', 'passenger', 'commuter', 'traveler', 'cyclist', 'occupant']
2630	So let's let bybones be bybones.				bybones	homophonic	['begones', 'past', 'forgive', 'history', 'forget', 'obsolete']	['skeletons', 'anatomy', 'remains', 'calcium', 'structure', 'fossils']
2631	Safety goggles were invented by a peripheral visionary.				peripheral visionary	homographic	['eyesight', 'retina', 'goggles', 'sight', 'vision', 'blur']	['innovation', 'foresight', 'inventor', 'genius', 'perspective', 'leader']
2632	Sailing is like oil drilling because they're both crewed businesses.				crewed	homophonic	['sailors', 'vessel', 'staff', 'maritime', 'deckhands', 'manning']	['unrefined', 'petroleum', 'fossil', 'natural', 'drilling', 'raw']
2633	Sailors like to seas opportunities.				seas	homophonic	['ocean', 'waves', 'saltwater', 'marine', 'tides', 'maritime']	['capture', 'grab', 'clutch', 'attain', 'snatch', 'hold']
2634	Salespeople selling security equipment like to see people get alarmed.				alarmed	homographic	['security', 'sensor', 'siren', 'detection', 'protection', 'device']	['fear', 'panic', 'fright', 'shock', 'anxiety', 'distress']
2635	Santa goes down the chimney because it soots him.				soots	homophonic	['ash', 'carbon', 'smoke', 'grime', 'fireplace', 'residue']	['fits', 'matches', 'pleases', 'satisfies', 'appropriate', 'becomes']
2636	Satan can't bring you down any farther than your knees.				knees	homographic	['joint', 'patella', 'leg', 'anatomy', 'bone', 'cartilage']	['prayer', 'supplication', 'worship', 'penitence', 'humility', 'devotion']
2637	Save the whales, he spouted.				spouted	homographic	['shouted', 'exclaimed', 'yelled', 'uttered', 'voiced', 'proclaimed']	['water', 'spray', 'blowhole', 'ocean', 'cetacean', 'liquid']
2638	Saw makers losing money have to make lots of cuts.				cuts	homographic	['sawing', 'incisions', 'serration', 'blade', 'timber', 'teeth']	['budget', 'reduction', 'layoffs', 'deficit', 'finance', 'savings']
