id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
1801	In ancient times, seagoing vessels were much more fuel efficient. They got thousands of miles to the galleon.				galleon	homophonic	['gallon', 'fuel', 'liquid', 'measurement', 'volume', 'gasoline']	['ship', 'vessel', 'sailing', 'wooden', 'ocean', 'maritime']
1802	In certain sexual harassment cases things can get kind of touchy.				touchy	homographic	['sensitive', 'volatile', 'delicate', 'precarious', 'irritable', 'awkward']	['physical', 'contact', 'tactile', 'groping', 'fondling', 'haptic']
1803	In college I was so broke I couldn't afford the electricity bill. Those were the darkest days of my life.				darkest	homographic	['unlit', 'blackout', 'shadow', 'dim', 'opaque', 'gloomy']	['depressing', 'somber', 'bleak', 'melancholy', 'tragic', 'hopeless']
1804	In equations with square numbers I can never find the root of the problem.				root	homographic	['square', 'math', 'integer', 'radical', 'factor', 'exponent']	['cause', 'origin', 'source', 'basis', 'foundation', 'core']
1805	In high school I recall having a beautiful but difficult math teacher. She was easy on the eyes and hard on the pupils!				pupils	homographic	['student', 'classroom', 'learner', 'scholastic', 'youth', 'education']	['eye', 'iris', 'cornea', 'vision', 'sight', 'optical']
1806	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.				doe	homophonic	['deer', 'female', 'antlerless', 'herbivore', 'mammal', 'wildlife']	['dough', 'money', 'cash', 'currency', 'capital', 'funds']
1807	In his latest promotional campaign, the manager of City Tent and Awning told his crew to canvas the entire area.				canvas	homophonic	['solicit', 'survey', 'campaign', 'poll', 'examine', 'question']	['fabric', 'textile', 'tent', 'tarp', 'material', 'cloth']
1808	In many places Christmas is a custo-Mary holiday.				custo-Mary	homophonic	['customary', 'traditional', 'habitual', 'standard', 'conventional', 'routine']	['Mary', 'mother', 'nativity', 'virgin', 'religious', 'biblical']
1809	In medical school he worried about passing as a surgeon, but he made the cut.				cut	homographic	['incision', 'scalpel', 'surgery', 'flesh', 'blade', 'dissection']	['success', 'qualification', 'standard', 'selection', 'achievement', 'threshold']
1810	In middle east outdoor markets you can find bazaar items for sale.				bazaar	homophonic	['market', 'stalls', 'souk', 'commerce', 'merchants', 'trading']	['strange', 'weird', 'unusual', 'peculiar', 'odd', 'atypical']
