id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
2001	Maxximum style.				Maxximum	homophonic	['limit', 'peak', 'utmost', 'extreme', 'highest', 'capacity']	['name', 'brand', 'identity', 'proper', 'label', 'unique']
2002	May the 4th be with you.				4th	homophonic	['date', 'May', 'calendar', 'ordinal', 'number', 'sequence']	['Force', 'Jedi', 'energy', 'galaxy', 'power', 'mystical']
2003	Meet me at the clothes line. That's where I hang out!				hang out	homographic	['suspend', 'drape', 'dry', 'clothespin', 'laundry', 'attachment']	['relax', 'socialize', 'spend-time', 'leisure', 'loiter', 'gathering']
2004	Mess with me... and I'll make you cough it all up!				cough	homographic	['throat', 'lung', 'phlegm', 'sickness', 'spasmodic', 'illness']	['reveal', 'confess', 'admit', 'inform', 'restitution', 'surrender']
2005	Mickey Mouse gives some people Disney spells.				Disney spells	homophonic	['magic', 'enchantment', 'wizardry', 'incantation', 'fantasy']	['dizzy', 'vertigo', 'faintness', 'imbalance', 'lightheadedness', 'spinning']
2006	Midwives don't like to wear breeches.				breeches	homophonic	['trousers', 'pants', 'clothing', 'garment', 'fabric', 'waistband']	['birth', 'delivery', 'fetus', 'obstetrics', 'midwifery', 'position']
2007	Miles of smiles!				miles	homographic	['distance', 'length', 'measurement', 'odometer', 'road', 'kilometer']	['quantity', 'abundance', 'magnitude', 'frequency', 'count', 'plurality']
2008	Mine safety is riddled with legal pitfalls.				pitfalls	homographic	['danger', 'hazard', 'risk', 'snare', 'difficulty']	['shaft', 'excavation', 'cavern', 'hole', 'tunnel', 'mine']
2009	Mirrors can serve many useful purposes, on reflection.				reflection	homographic	['mirror', 'image', 'glass', 'surface', 'light', 'specular']	['thought', 'contemplation', 'meditation', 'mind', 'consideration', 'deliberation']
2010	Miss May, I think it's high time you went shopping for a better excuse. (silence) Oh? Excuses not on sale today?				sale	homographic	['discount', 'clearance', 'retail', 'markdown', 'bargain', 'promotion']	['availability', 'purchase', 'transaction', 'inventory', 'commerce', 'exchange']
2011	Missionaries like open hooded cars because they are convertible.				convertible	homographic	['automobile', 'vehicle', 'roof', 'open', 'cabriolet', 'driving']	['religion', 'missionary', 'faith', 'proselytize', 'belief', 'evangelism']
2012	Mobil 1. The oil that's changing oil.				changing	homographic	['innovating', 'transforming', 'evolving', 'revolutionizing', 'improving']	['replacing', 'draining', 'refilling', 'maintenance', 'service']
2013	Modern fashion designs are often presented with tongue in chic.				chic	homophonic	['cheek', 'face', 'mouth', 'flesh', 'smile']	['fashion', 'style', 'elegant', 'vogue', 'trendy', 'couture']
2014	Modiano, like an open book.				book	homographic	['pages', 'ink', 'spine', 'paper', 'bound', 'print']	['guileless', 'honest', 'readable', 'unconcealed', 'transparent', 'candid']
2015	Molecules boiling points vary to some degree.				degree	homographic	['temperature', 'celsius', 'kelvin', 'fahrenheit', 'measurement', 'heat']	['extent', 'amount', 'level', 'magnitude', 'intensity', 'scale']
2016	Money doesn't grow on sprees.				sprees	homophonic	['trees', 'leaves', 'roots', 'branches', 'orchard', 'foliage']	['spending', 'shopping', 'excess', 'binge', 'luxury', 'indulgence']
2017	Money launderers are filthy rich!				filthy	homographic	['dirty', 'unclean', 'grime', 'soiled', 'stain', 'muddy']	['wealthy', 'abundant', 'opulent', 'excessive', 'prosperous', 'affluent']
2018	More truck for your buck.				buck	homographic	['dollar', 'currency', 'cash', 'money', 'payment', 'finance']	['deer', 'male', 'antler', 'forest', 'mammal', 'wildlife']
2019	Morticians make you feel dead gorgeous.				dead	homographic	['deceased', 'lifeless', 'cadaver', 'corpse', 'expired', 'defunct']	['extremely', 'total', 'complete', 'absolute', 'utterly', 'entirely']
2020	Most Manchester United fans will only drink tea because they have all the cups.				cups	homographic	['mug', 'saucer', 'porcelain', 'beverage', 'ceramic', 'handle']	['trophy', 'championship', 'tournament', 'victory', 'medal', 'silverware']
2021	Most hunters are nice because they're such deer people.				deer	homophonic	['buck', 'doe', 'antler', 'forest', 'mammal', 'venison']	['kind', 'beloved', 'darling', 'sweet', 'affectionate', 'precious']
2022	Most males in a men's room are stand-up guys.				stand-up	homographic	['erect', 'vertical', 'upright', 'posture', 'standing']	['reliable', 'loyal', 'honest', 'honorable', 'trustworthy', 'dependable']
2023	Most rules of thumb suck.				suck	homographic	['terrible', 'awful', 'bad', 'inadequate', 'poor', 'inferior']	['vacuum', 'draw', 'inhale', 'mouth', 'suction', 'absorb']
2024	Most samurai refused to shave. They were bushi.				bushi	homophonic	['warrior', 'knight', 'feudal', 'honor', 'blade', 'armor']	['hirsute', 'shaggy', 'bearded', 'unkempt', 'thick', 'foliage']
2025	Most tea drinkers will not socialize with a bad element at work because it is just not their cup of tea.				cup of tea	homographic	['beverage', 'infusion', 'liquid', 'leaves', 'steeping', 'refreshment']	['preference', 'inclination', 'hobby', 'interest', 'liking', 'selection']
2026	"Mr. Coffee returns from Soviet Russia: ""I have seen the future and it perks"""				perks	homographic	['coffee', 'brew', 'percolator', 'filter', 'beverage', 'steam']	['improves', 'prospers', 'hopeful', 'thrives', 'brightens', 'advances']
2027	Ms. Earhart's loss to aviation could never be ameliorated.				loss	homographic	['death', 'casualty', 'fatality', 'bereavement', 'tragedy']	['disappearance', 'missing', 'location', 'search', 'unfound', 'navigation']
2028	"Ms. von Karma's logic is perfect. There is no way for you to poke a hole in it. (It looks like I've found the ""hole"" I was looking for!)"				hole	homographic	['gap', 'opening', 'void', 'pit', 'crevice', 'hollow']	['flaw', 'error', 'contradiction', 'omission', 'weakness', 'inconsistency']
2029	Murder with knives is very messy, and I suggest not taking a stab at it.				stab	homographic	['blade', 'wound', 'puncture', 'knife', 'pierce', 'metal']	['attempt', 'try', 'effort', 'endeavor', 'trial', 'venture']
2030	Musical composers can use lots of Note paper.				note	homographic	['melody', 'pitch', 'tone', 'clef', 'score', 'rhythm']	['stationery', 'pad', 'letter', 'memo', 'writing', 'scribble']
2031	Musical mechanics always sing in parts.				parts	homographic	['harmony', 'melody', 'soprano', 'tenor', 'voice', 'composition']	['engine', 'component', 'gear', 'machine', 'assembly', 'hardware']
