id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
301	A fisherman tried boxing, but he only threw hooks.				hooks	homographic	['tackle', 'barb', 'bait', 'lure', 'metal', 'angling']	['punch', 'boxing', 'swing', 'glove', 'strike', 'combat']
302	A fisherman who was also a pianist was an expert with scales.				scales	homographic	['fish', 'skin', 'armor', 'aquatic', 'keratin', 'anatomy']	['music', 'piano', 'notes', 'octave', 'rhythm', 'intervals']
303	A flat rate is the monthly rent for an apartment.				flat	homographic	['level', 'horizontal', 'plane', 'even', 'smooth', 'fixed']	['apartment', 'residence', 'dwelling', 'suite', 'room', 'lodging']
304	A flute teacher is a tutor.				tutor	homophonic	['teacher', 'instructor', 'educator', 'mentor', 'pedagogy', 'academic']	['tooter', 'flute', 'wind', 'instrument', 'sound', '吹奏']
305	A fool and his head are easily parted!				head	homographic	['brain', 'skull', 'anatomy', 'flesh', 'neck', 'thought']	['wealth', 'money', 'cash', 'gold', 'fortune', 'finances']
306	A former doctor, while auditioning for a play, broke his leg. But luckily, he could still make the cast.				cast	homographic	['orthopedic', 'plaster', 'bandage', 'fracture', 'immobilization', 'support']	['actors', 'ensemble', 'troupe', 'performance', 'theatrical', 'rehearsal']
307	A friend told me he dug a hole in my backyard and filled it with water. I thought he meant well.				well	homographic	['intention', 'kindness', 'benefit', 'goodwill', 'sincerity']	['shaft', 'cistern', 'water', 'reservoir', 'borehole', 'aquifer']
308	A friend tried to make me say animal puns today but I thought they were boaring.				boaring	homophonic	['monotonous', 'tedious', 'dull', 'repetitive', 'uninteresting']	['wild', 'swine', 'tusk', 'hog', 'mammal', 'porcine']
309	A frightened bird dog that runs from everything is known as the Golden Retreater.				Retreater	homophonic	['Golden', 'Retriever', 'canine', 'hunting', 'fetch', 'pedigree']	['retreat', 'cowardly', 'flee', 'withdrawal', 'scared', 'escape']
310	A gambling gardener usually hedges his bets.				hedges	homographic	['bushes', 'shrubs', 'fences', 'clipping', 'topiary', 'garden']	['wagers', 'insurance', 'safeguard', 'offset', 'investing', 'risk']
311	A garbage man digging through the trash says-Man, am I down in the dumps today.				dumps	homographic	['landfill', 'waste', 'garbage', 'refuse', 'junkyard', 'disposal']	['sadness', 'depression', 'melancholy', 'gloom', 'unhappy', 'miserable']
