id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
3701	What is a thesaurus' favorite dessert? Synonym buns.				synonym	homophonic	['vocabulary', 'lexicon', 'equivalent', 'dictionary', 'thesaurus', 'semantics']	['cinnamon', 'pastry', 'yeast', 'glaze', 'bakery', 'dough']	synonyme	['vocabulaire', 'lexique', 'équivalent', 'dictionnaire', 'thésaurus', 'sémantique']	['cannelle', 'pâtisserie', 'levure', 'glaçage', 'boulangerie', 'pâte']				[]	0
3702	What is a tornado's favorite game to play? Twister!				Twister	homographic	['tornado', 'cyclone', 'vortex', 'windstock', 'storm', 'funnel']	['game', 'mat', 'spinner', 'circles', 'balance', 'flexibility']	Twister	['tornade', 'cyclone', 'vortex', 'manche à air', 'tempête', 'entonnoir']	['jeu', 'tapis', 'roulette', 'cercles', 'équilibre', 'souplesse']				"[{""left"":""joins"",""right"":""jouer"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8018,""french_naturalness"":0.42,""semantic_surprise"":0.6718,""semantic_domain_similarity"":0.7691,""pun_pivot_usability"":0.343,""overall_score"":0.5871},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""joint"",""right"":""jouer"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8018,""french_naturalness"":0.42,""semantic_surprise"":0.6718,""semantic_domain_similarity"":0.7691,""pun_pivot_usability"":0.343,""overall_score"":0.5871},""export_lane"":""detached_A2_B01_DETACHED""}]"	2
3703	What is a vampire's favorite fruit? A blood orange.				blood orange	homographic	['citrus', 'fruit', 'pulp', 'peel', 'segment', 'juice']	['vampire', 'hematology', 'plasma', 'vein', 'clot', 'red']	orange sanguine	['agrume', 'fruit', 'pulpe', 'écorce', 'quartier', 'jus']	['vampire', 'hématologie', 'plasma', 'veine', 'caillot', 'rouge']				[]	0
3704	What is it called when Legolas takes his own picture? An elfie.				elfie	homophonic	['selfie', 'camera', 'portrait', 'smartphone', 'autograph', 'digital']	['elf', 'Legolas', 'mythology', 'Tolkein', 'fantasy', 'archery']	elfie	['autoportrait', 'appareil', 'portrait', 'téléphone', 'autographe', 'numérique']	['elfe', 'Legolas', 'mythologie', 'Tolkien', 'fantaisie', 'archerie']				[]	0
3705	What is the best store to be in during an earthquake? A stationery store.				stationery	homophonic	['paper', 'envelopes', 'pens', 'ink', 'notecards', 'writing']	['fixed', 'immobile', 'static', 'motionless', 'still', 'unmoving']	papeterie	['papier', 'enveloppes', 'stylos', 'encre', 'cartes', 'écriture']	['fixe', 'immobile', 'statique', 'inerte', 'calme', 'stationnaire']				[]	0
3706	What is the difference between a well dressed man and a dog? The man wears a suit, the dog just pants.				pants	homographic	['trousers', 'clothing', 'slacks', 'garment', 'fashion']	['breathing', 'gasping', 'canine', 'heaving', 'respiration', 'tongue']	halètement	['pantalons', 'vêtements', 'slacks', 'habits', 'mode']	['respiration', 'souffle', 'canin', 'halètement', 'respiration', 'langue']				[]	0
3707	What is the worst thing about being a director? To project yourself too much.				project	homographic	['film', 'screen', 'theatre', 'lens', 'light', 'cinema']	['ego', 'perception', 'self', 'personality', 'psychology', 'attributes']	projeter	['film', 'écran', 'théâtre', 'lentille', 'lumière', 'cinéma']	['ego', 'perception', 'soi', 'personnalité', 'psychologie', 'attributs']				[]	0
3708	What it boils down to is this: eggs taste good.				boils	homographic	['summarize', 'essence', 'climax', 'result', 'core', 'conclusion']	['water', 'heat', 'bubble', 'steam', 'cook', 'simmer']	bout	['résumer', 'essence', 'apogée', 'résultat', 'cœur', 'conclusion']	['eau', 'chaleur', 'bulle', 'vapeur', 'cuire', 'miroiter']				"[{""left"":""essence"",""right"":""élance"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8242,""french_naturalness"":0.54,""semantic_surprise"":0.6333,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6902},""export_lane"":""close_A_to_other""},{""left"":""essence"",""right"":""séance"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8228,""french_naturalness"":0.54,""semantic_surprise"":0.6325,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6896},""export_lane"":""close_A_to_other""},{""left"":""chaleur"",""right"":""râleur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8279,""french_naturalness"":0.54,""semantic_surprise"":0.6353,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6916},""export_lane"":""close_B_to_other""},{""left"":""vapeur"",""right"":""paveur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8119,""french_naturalness"":0.54,""semantic_surprise"":0.6265,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6777},""export_lane"":""close_B_to_other""}]"	4
3709	What keeps a dock floating above water? Pier pressure.				pier pressure	homophonic	['dock', 'wharf', 'piling', 'harbor', 'ocean', 'supporting']	['influence', 'compliance', 'social', 'behavior', 'conformity', 'colleagues']	pression des pairs	['quai', 'jetée', 'pilotage', 'port', 'océan', 'soutien']	['influence', 'conformité', 'social', 'comportement', 'conformisme', 'collègues']				[]	0
3710	What kind of concert only costs 45 cents? A 50 Cent concert featuring Nickelback.				Nickelback	homographic	['band', 'rock', 'music', 'performance', 'vocalist', 'tour']	['coin', 'currency', 'change', 'metal', 'refund', 'money']	Nickelback	['groupe', 'rock', 'musique', 'spectacle', 'chanteur', 'tournée']	['pièce', 'devise', 'monnaie', 'métal', 'remboursement', 'argent']				"[{""left"":""chanteur"",""right"":""changeur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8122,""french_naturalness"":0.54,""semantic_surprise"":0.6267,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6778},""export_lane"":""close_A_to_other""},{""left"":""chanteur"",""right"":""senteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8118,""french_naturalness"":0.54,""semantic_surprise"":0.6265,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6777},""export_lane"":""close_A_to_other""}]"	2
