id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
2301	Old golfers never die they just putter away.				putter	homographic	['golf', 'club', 'green', 'stroke', 'swing', 'hole']	['idle', 'saunter', 'dawdle', 'slow', 'fade', 'leisure']	putter	['golf', 'club', 'green', 'coup', 'élan', 'trou']	['traîner', 'flâner', 'mirauder', 'lent', 'faiblir', 'loisir']				"[{""left"":""mineur"",""right"":""dîneur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8051,""french_naturalness"":0.54,""semantic_surprise"":0.7141,""semantic_domain_similarity"":0.5851,""pun_pivot_usability"":0.54,""overall_score"":0.6501},""export_lane"":""close_B_to_other""}]"	1
2302	Old golfers never die, they just lose their drive.				drive	homographic	['golf', 'club', 'swing', 'tee', 'stroke', 'fairway']	['ambition', 'motivation', 'energy', 'willpower', 'determination', 'vigor']	élan	['golf', 'club', 'balancement', 'départ', 'coup', 'parcours']	['ambition', 'motivation', 'énergie', 'volonté', 'détermination', 'vigueur']				"[{""left"":""parcours"",""right"":""par jour"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8523,""french_naturalness"":0.55,""semantic_surprise"":0.6488,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.5085,""overall_score"":0.6866},""export_lane"":""close_A_to_other""},{""left"":""vigueur"",""right"":""viveur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8315,""french_naturalness"":0.54,""semantic_surprise"":0.6373,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6929},""export_lane"":""close_B_to_other""},{""left"":""vigueur"",""right"":""viseur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8013,""french_naturalness"":0.54,""semantic_surprise"":0.6207,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6737},""export_lane"":""close_B_to_other""}]"	3
2303	Old gossips never die they just lose their confidants				confidants	homophonic	['friend', 'ally', 'advisor', 'intimate', 'listener']	['confidence', 'bravery', 'assurance', 'certainty', 'poise']	confidents	['ami', 'allié', 'conseiller', 'intime', 'auditeur']	['confiance', 'bravoure', 'assurance', 'certitude', 'aplomb']				[]	0
2304	Old gravediggers never die, they just get buried in their work				buried	homographic	['coffin', 'soil', 'corpse', 'cemetery', 'interment', 'grave']	['overwhelmed', 'busy', 'submerged', 'tasks', 'engrossed', 'deadline']	enterré	['cercueil', 'terre', 'cadavre', 'cimetière', 'inhumation', 'tombe']	['débordé', 'occupé', 'submergé', 'tâches', 'absorbé', 'échéance']				"[{""left"":""tubs"",""right"":""tombe"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8082,""french_naturalness"":0.42,""semantic_surprise"":0.6645,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6307},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
2305	Old gravediggers; never die, they just spade away.				spade	homophonic	['shovel', 'dig', 'dirt', 'handle', 'blade', 'excavate']	['fade', 'dissolve', 'disappear', 'evanesce', 'vanish', 'recede']	bêche	['pelle', 'creuser', 'terre', 'manche', 'lame', 'excaver']	"['décolorer', 'dissoudre', 'disparaître', ""s'évanouir"", ""s'effacer"", 'reculer']"				"[{""left"":""recollé"",""right"":""reculer"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8066,""french_naturalness"":0.42,""semantic_surprise"":0.6636,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.343,""overall_score"":0.6101},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
2306	Old grocers never die, they just get shelved.				shelved	homographic	['pantry', 'stocking', 'aisle', 'merchandise', 'display', 'inventory']	['discarded', 'retired', 'finished', 'terminated', 'inactive', 'postponed']	classé	['garde-manger', 'stockage', 'allée', 'marchandise', 'étalage', 'inventaire']	['écarté', 'retraité', 'terminé', 'interrompu', 'inactif', 'ajourné']				[]	0
2307	Old guitarists never die, they just become unstrung.				unstrung	homographic	['guitar', 'wire', 'fret', 'musical', 'instrument', 'bridge']	['nervous', 'exhausted', 'unbalanced', 'shaky', 'frail', 'unsteady']	détendu	['guitare', 'corde', 'touche', 'musical', 'instrument', 'chevalet']	['nerveux', 'épuisé', 'déséquilibré', 'tremblant', 'fragile', 'instable']				"[{""left"":""épuise"",""right"":""puise"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8381,""french_naturalness"":0.54,""semantic_surprise"":0.6876,""semantic_domain_similarity"":0.7878,""pun_pivot_usability"":0.57,""overall_score"":0.6826},""export_lane"":""close_B_to_other""},{""left"":""épuise"",""right"":""éprise"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.812,""french_naturalness"":0.54,""semantic_surprise"":0.6733,""semantic_domain_similarity"":0.7878,""pun_pivot_usability"":0.54,""overall_score"":0.6649},""export_lane"":""close_B_to_other""}]"	2
2308	Old guitarists never die, they just fret their lives away				fret	homographic	['guitar', 'fingerboard', 'string', 'chord', 'neck', 'instrument']	['worry', 'anxiety', 'distress', 'agitation', 'mental', 'unease']	frettage	['guitare', 'touche', 'corde', 'accord', 'manche', 'instrument']	['souci', 'anxiété', 'détresse', 'agitation', 'mental', 'malaise']				"[{""left"":""mélèze"",""right"":""malaise"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8191,""french_naturalness"":0.54,""semantic_surprise"":0.6705,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.474,""overall_score"":0.6705},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
2309	Old guns never die they just get loaded.				loaded	homographic	['ammo', 'cartridge', 'bullet', 'chamber', 'magazine', 'trigger']	['drunk', 'intoxicated', 'wasted', 'tipsy', 'inebriated', 'hammered']	chargé	['munition', 'cartouche', 'balle', 'chambre', 'chargeur', 'détente']	['ivre', 'saoul', 'bourré', 'éméché', 'ébrieux', 'pompette']				"[{""left"":""chargeur"",""right"":""charmeur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8181,""french_naturalness"":0.54,""semantic_surprise"":0.63,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6801},""export_lane"":""close_A_to_other""},{""left"":""munition"",""right"":""muniront"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8352,""french_naturalness"":0.54,""semantic_surprise"":0.6394,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6772},""export_lane"":""close_A_to_other""},{""left"":""bourrage"",""right"":""barrage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8147,""french_naturalness"":0.54,""semantic_surprise"":0.6804,""semantic_domain_similarity"":0.7622,""pun_pivot_usability"":0.54,""overall_score"":0.6644},""export_lane"":""close_B_to_other""},{""left"":""dégante"",""right"":""détente"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8028,""french_naturalness"":0.42,""semantic_surprise"":0.6615,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6286},""export_lane"":""detached_B2_A01_DETACHED""}]"	4
2310	Old hackers never die, they just go to bits				bits	homographic	['binary', 'digit', 'data', 'memory', 'storage', 'computing']	['fragments', 'pieces', 'shards', 'scraps', 'remnants', 'particles']	bits	['binaire', 'chiffre', 'donnée', 'mémoire', 'stockage', 'informatique']	['fragments', 'morceaux', 'éclats', 'débris', 'vestiges', 'particules']				[]	0
